Customer Id,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,Segment
56,157,5,2529.7000656,5.062595033026967,1.791759469228055,7.836251249216335,0,Loyal / High-Value
57,456,5,2159.70003898,6.124683390894205,1.791759469228055,7.6781875402920745,0,Loyal / High-Value
58,209,8,6615.16012588,5.3471075307174685,2.1972245773362196,8.797270439234103,0,Loyal / High-Value
59,386,6,1869.75003816,5.958424693029782,1.9459101490553132,7.534094719358704,0,Loyal / High-Value
60,425,3,1859.57000352,6.054439346269371,1.3862943611198906,7.528638173265339,3,At Risk / Churned
61,598,3,1714.7500457800002,6.395261598115449,1.3862943611198906,7.447605608470953,3,At Risk / Churned
62,312,4,1749.83004386,5.746203190540153,1.6094379124341003,7.467845265244902,3,At Risk / Churned
63,148,4,1829.79003904,5.003946305945459,1.6094379124341003,7.512502867995623,0,Loyal / High-Value
64,620,3,1404.8700409,6.431331081933479,1.3862943611198906,7.24841163630621,3,At Risk / Churned
65,194,6,3975.62008294,5.272999558563747,1.9459101490553132,8.288187512090362,0,Loyal / High-Value
66,490,5,3809.54009254,6.19644412779452,1.791759469228055,8.24552621464641,0,Loyal / High-Value
67,224,2,1887.7700501,5.41610040220442,1.0986122886681098,7.543681129069983,3,At Risk / Churned
68,535,3,1609.79002758,6.284134161070802,1.3862943611198906,7.384480037984706,3,At Risk / Churned
69,137,5,1651.8100358,4.927253685157205,1.791759469228055,7.410232170345972,0,Loyal / High-Value
70,133,5,3309.49005496,4.897839799950911,1.791759469228055,8.104851510270372,0,Loyal / High-Value
71,565,7,2987.73005297,6.338594078203183,2.0794415416798357,8.002603844712622,0,Loyal / High-Value
72,191,6,5274.53013244,5.2574953720277815,1.9459101490553132,8.570834452335335,0,Loyal / High-Value
73,700,4,2719.730053,6.55250788703459,1.6094379124341003,7.908655525114949,3,At Risk / Churned
74,159,5,3349.56004332,5.075173815233827,1.791759469228055,8.116882787957024,0,Loyal / High-Value
75,198,4,2549.77004248,5.293304824724492,1.6094379124341003,7.844150570009598,0,Loyal / High-Value
76,424,5,3329.65005492,6.052089168924417,1.791759469228055,8.110922775610854,0,Loyal / High-Value
77,221,7,3142.72007947,5.402677381872279,2.0794415416798357,8.053162116337948,0,Loyal / High-Value
78,527,1,309.9600067,6.269096283706261,0.6931471805599453,5.7396643080901475,3,At Risk / Churned
79,364,5,3674.68008812,5.8998973535824915,1.791759469228055,8.209493452517655,0,Loyal / High-Value
80,224,4,2259.7800408,5.41610040220442,1.6094379124341003,7.723465183511958,0,Loyal / High-Value
81,450,1,431.97001077,6.111467339502679,0.6931471805599453,6.070668466412275,3,At Risk / Churned
82,415,4,2674.54004105,6.030685260261263,1.6094379124341003,7.891906523458846,3,At Risk / Churned
83,374,4,2879.60004225,5.926926025970411,1.6094379124341003,7.965753899432033,0,Loyal / High-Value
84,124,4,2929.74006276,4.8283137373023015,1.6094379124341003,7.9830102512646235,0,Loyal / High-Value
85,400,4,1929.70002758,5.993961427306569,1.6094379124341003,7.565637924726746,3,At Risk / Churned
86,407,5,1469.87001414,6.0112671744041615,1.791759469228055,7.293609351054544,0,Loyal / High-Value
87,848,3,2474.69005972,6.744059186311348,1.3862943611198906,7.814274448150027,3,At Risk / Churned
88,207,5,2499.68004992,5.337538079701318,1.791759469228055,7.824317993833569,0,Loyal / High-Value
89,532,4,1299.76001356,6.278521424165844,1.6094379124341003,7.170703998437918,3,At Risk / Churned
90,305,5,3094.81006628,5.723585101952381,1.791759469228055,8.03780488472697,0,Loyal / High-Value
91,360,4,3343.7300644,5.8888779583328805,1.6094379124341003,8.115141271069877,0,Loyal / High-Value
92,249,6,2787.5500222,5.521460917862246,1.9459101490553132,7.933277034417142,0,Loyal / High-Value
93,417,5,2069.84006124,6.035481432524756,1.791759469228055,7.6357096306200285,0,Loyal / High-Value
94,149,5,2789.59005734,5.0106352940962555,1.791759469228055,7.934008342540557,0,Loyal / High-Value
95,301,7,3282.63007923,5.71042701737487,2.0794415416798357,8.096704820874962,0,Loyal / High-Value
96,132,4,2789.72006998,4.890349128221754,1.6094379124341003,7.934054931114587,0,Loyal / High-Value
97,247,4,2514.80005276,5.5134287461649825,1.6094379124341003,7.830346144376232,0,Loyal / High-Value
98,158,7,4379.48007564,5.0689042022202315,2.0794415416798357,8.384913603674661,0,Loyal / High-Value
99,157,6,2839.70006566,5.062595033026967,1.9459101490553132,7.9518058027715846,0,Loyal / High-Value
100,186,6,4104.57009122,5.231108616854587,1.9459101490553132,8.320099889520465,0,Loyal / High-Value
101,365,4,2079.79004668,5.902633333401366,1.6094379124341003,7.640502930712774,3,At Risk / Churned
102,280,4,3319.59004208,5.638354669333745,1.6094379124341003,8.107897769637653,0,Loyal / High-Value
103,337,4,3179.71007164,5.823045895483019,1.6094379124341003,8.064859743816612,0,Loyal / High-Value
104,1125,1,599.960022,7.026426808699636,0.6931471805599453,6.398528413187936,3,At Risk / Churned
105,592,4,1379.92003636,6.385194398997726,1.6094379124341003,7.2305052490246835,3,At Risk / Churned
106,381,3,1409.8400268,5.945420608606575,1.3862943611198906,7.251940569663425,3,At Risk / Churned
107,362,4,2009.63005824,5.8944028342648505,1.6094379124341003,7.6062034137451775,3,At Risk / Churned
108,210,5,2289.70005028,5.351858133476067,1.791759469228055,7.736612748644151,0,Loyal / High-Value
109,298,7,4259.6100769,5.700443573390687,2.0794415416798357,8.357167639549672,0,Loyal / High-Value
110,349,3,2639.7000427,5.857933154483459,1.3862943611198906,7.878799328679018,3,At Risk / Churned
111,249,3,1639.78003314,5.521460917862246,1.3862943611198906,7.402927037705581,3,At Risk / Churned
112,244,7,3184.68007287,5.501258210544727,2.0794415416798357,8.06642106887738,0,Loyal / High-Value
113,188,5,1658.75003056,5.241747015059643,1.791759469228055,7.41442228601168,0,Loyal / High-Value
114,636,4,2904.73007013,6.456769655572163,1.6094379124341003,7.974439952730615,3,At Risk / Churned
115,240,1,1079.9200287,5.484796933490655,0.6931471805599453,6.985567835901702,3,At Risk / Churned
116,915,2,324.9499969,6.82001636467413,1.0986122886681098,5.7867439858598875,3,At Risk / Churned
117,372,2,429.90000918,5.921578419643816,1.0986122886681098,6.065876065926039,3,At Risk / Churned
118,272,5,2699.51001742,5.60947179518496,1.791759469228055,7.9011959294946825,0,Loyal / High-Value
119,741,7,3439.7400743,6.60934924316738,2.0794415416798357,8.143441865106515,0,Loyal / High-Value
120,368,4,2079.58004768,5.910796644040527,1.6094379124341003,7.6404020028955335,3,At Risk / Churned
121,572,2,809.85001758,6.35088571671474,1.0986122886681098,6.698083101846335,3,At Risk / Churned
122,636,5,1996.75004966,6.456769655572163,1.791759469228055,7.599776851112537,0,Loyal / High-Value
123,251,8,6389.32015618,5.529429087511423,2.1972245773362196,8.762539648805058,0,Loyal / High-Value
124,151,5,3399.74007046,5.0238805208462765,1.791759469228055,8.131748354700411,0,Loyal / High-Value
125,340,6,2056.6200142,5.831882477283517,1.9459101490553132,7.6293052609594465,0,Loyal / High-Value
126,228,6,2569.7100373,5.43372200355424,1.9459101490553132,7.85193741883628,0,Loyal / High-Value
127,699,3,1459.73002626,6.551080335043404,1.3862943611198906,7.2866916077213455,3,At Risk / Churned
128,582,2,449.8899994,6.368187186350492,1.0986122886681098,6.111223405983916,3,At Risk / Churned
129,168,3,2877.72005088,5.1298987149230735,1.3862943611198906,7.965101047565363,3,At Risk / Churned
130,124,2,779.95001608,4.8283137373023015,1.0986122886681098,6.660511147894038,4,Recent One-Time Buyer
131,256,3,1623.71000662,5.54907608489522,1.3862943611198906,7.393084621373794,3,At Risk / Churned
132,687,2,1479.82004164,6.5337888379333435,1.0986122886681098,7.3003512955004926,3,At Risk / Churned
133,136,4,1759.72002024,4.919980925828125,1.6094379124341003,7.473478106781714,0,Loyal / High-Value
134,162,5,2625.66003231,5.093750200806762,1.791759469228055,7.873468368410321,0,Loyal / High-Value
135,602,1,299.980011,6.401917196727186,0.6931471805599453,5.707043853905851,3,At Risk / Churned
136,445,3,1614.83002275,6.100318952020064,1.3862943611198906,7.38760404960699,3,At Risk / Churned
137,402,6,2849.62005624,5.998936561946683,1.9459101490553132,7.955291813192153,0,Loyal / High-Value
138,286,5,2419.80005648,5.659482215759621,1.791759469228055,7.791853366365221,0,Loyal / High-Value
139,257,6,3589.59008418,5.552959584921617,1.9459101490553132,8.186071836827612,0,Loyal / High-Value
140,188,6,4699.43013776,5.241747015059643,1.9459101490553132,8.455409302182913,0,Loyal / High-Value
141,447,7,3979.59008422,6.104793232414985,2.0794415416798357,8.28918534965554,0,Loyal / High-Value
142,239,5,5625.47013107,5.480638923341991,1.791759469228055,8.635237549559593,0,Loyal / High-Value
143,200,1,749.8900146999999,5.303304908059076,0.6931471805599453,6.62125918924142,4,Recent One-Time Buyer
144,134,2,979.9500275,4.90527477843843,1.0986122886681098,6.8885215179008865,3,At Risk / Churned
145,223,5,2445.6600342,5.4116460518550396,1.791759469228055,7.802479122119339,0,Loyal / High-Value
146,156,7,2329.64003374,5.056245805348308,2.0794415416798357,7.753898201430919,0,Loyal / High-Value
147,796,1,249.8999939,6.680854678790215,0.6931471805599453,5.525054429059901,3,At Risk / Churned
148,234,3,2009.7300415,5.459585514144159,1.3862943611198906,7.606253139836619,3,At Risk / Churned
149,663,4,3249.73007584,6.498282149476434,1.6094379124341003,8.086634888816285,3,At Risk / Churned
150,440,5,2629.77006916,6.089044875446846,1.791759469228055,7.875031884275659,0,Loyal / High-Value
151,355,4,2525.79004676,5.87493073085203,1.6094379124341003,7.8347050199476085,0,Loyal / High-Value
152,424,3,1709.710022,6.052089168924417,1.3862943611198906,7.444663780861616,3,At Risk / Churned
153,134,2,1269.90002068,4.90527477843843,1.0986122886681098,7.147480606159958,3,At Risk / Churned
154,386,8,6889.3601723,5.958424693029782,2.1972245773362196,8.837878637285845,0,Loyal / High-Value
155,184,4,2389.73001866,5.220355825078324,1.6094379124341003,7.779354045424151,0,Loyal / High-Value
156,425,3,1939.7900391,6.054439346269371,1.3862943611198906,7.570850405808519,3,At Risk / Churned
157,259,3,2206.83004002,5.560681631015528,1.3862943611198906,7.699765429805664,3,At Risk / Churned
158,799,1,729.9000091,6.684611727667927,0.6931471805599453,6.59427666393675,3,At Risk / Churned
159,137,3,1289.880010551,4.927253685157205,1.3862943611198906,7.163079443499286,3,At Risk / Churned
160,292,4,2139.8200493,5.680172609017068,1.6094379124341003,7.668944235220772,0,Loyal / High-Value
161,374,5,2569.70004266,5.926926025970411,1.791759469228055,7.851933530937885,0,Loyal / High-Value
162,556,2,1619.79004477,6.322565239927284,1.0986122886681098,7.390668991305023,3,At Risk / Churned
163,777,2,889.8400116,6.656726524178391,1.0986122886681098,6.792164850854067,3,At Risk / Churned
164,228,4,2594.69004452,5.43372200355424,1.6094379124341003,7.861607673361191,0,Loyal / High-Value
165,434,5,4089.54009637,6.075346031088684,1.791759469228055,8.316432293220831,0,Loyal / High-Value
166,704,2,864.91001508,6.558197802812269,1.0986122886681098,6.763780994479951,3,At Risk / Churned
167,759,1,329.980011,6.633318433280377,0.6931471805599453,5.802057983825433,3,At Risk / Churned
168,133,7,3229.7100602,4.897839799950911,2.0794415416798357,8.080457224936252,0,Loyal / High-Value
169,427,3,2809.85007486,6.059123195581797,1.3862943611198906,7.9412422343222975,3,At Risk / Churned
170,265,4,1974.7900467,5.583496308781699,1.6094379124341003,7.588723620992664,0,Loyal / High-Value
171,259,3,1329.8400231,5.560681631015528,1.3862943611198906,7.193565618158581,3,At Risk / Churned
172,198,8,6591.23010634,5.293304824724492,2.1972245773362196,8.79364697788845,0,Loyal / High-Value
173,181,8,5779.33010677,5.204006687076795,2.1972245773362196,8.662216071933525,0,Loyal / High-Value
174,174,9,5154.40013506,5.1647859739235145,2.302585092994046,8.54780001420691,0,Loyal / High-Value
175,206,6,4444.57010656,5.332718793265369,1.9459101490553132,8.399663397667416,0,Loyal / High-Value
176,547,3,2379.59001906,6.306275286948016,1.3862943611198906,7.775103643109683,3,At Risk / Churned
177,202,1,599.9700164999999,5.313205979041787,0.6931471805599453,6.3985450439396105,4,Recent One-Time Buyer
179,188,3,1919.85004426,5.241747015059643,1.3862943611198906,7.560523098430621,3,At Risk / Churned
180,270,4,3119.54002772,5.602118820879701,1.6094379124341003,8.045761351633601,0,Loyal / High-Value
181,253,6,3536.44005775,5.537334267018537,1.9459101490553132,8.171158597002275,0,Loyal / High-Value
182,131,5,3608.58004368,4.882801922586371,1.791759469228055,8.191346713169324,0,Loyal / High-Value
183,854,1,689.8700065400001,6.75110146893676,0.6931471805599453,6.537951682394359,3,At Risk / Churned
184,370,5,2319.72003938,5.916202062607435,1.791759469228055,7.7496327783098184,0,Loyal / High-Value
185,191,4,1739.76002884,5.2574953720277815,1.6094379124341003,7.462077095023926,0,Loyal / High-Value
186,442,2,1329.91003422,6.093569770045136,1.0986122886681098,7.193618223488539,3,At Risk / Churned
187,161,6,4629.49011992,5.087596335232384,1.9459101490553132,8.440417998911903,0,Loyal / High-Value
188,227,6,2709.64002996,5.429345628954441,1.9459101490553132,7.90494005940617,0,Loyal / High-Value
189,324,2,1909.8200378,5.783825182329737,1.0986122886681098,7.555287768063293,3,At Risk / Churned
190,162,5,3863.51008234,5.093750200806762,1.791759469228055,8.259590195507165,0,Loyal / High-Value
191,136,8,3389.62008664,4.919980925828125,2.1972245773362196,8.128768100060308,0,Loyal / High-Value
192,203,7,4994.43006335,5.318119993844216,2.0794415416798357,8.516278786145136,0,Loyal / High-Value
193,500,2,819.87001034,6.2166061010848646,1.0986122886681098,6.7103647660276105,3,At Risk / Churned
194,157,7,5851.28008083,5.062595033026967,2.0794415416798357,8.674586621697053,0,Loyal / High-Value
195,741,2,1335.8200226,6.60934924316738,1.0986122886681098,7.198048955176196,3,At Risk / Churned
196,333,4,3204.42003067,5.811140992976701,1.6094379124341003,8.07259841557907,0,Loyal / High-Value
197,123,9,6423.33013544,4.820281565605037,2.302585092994046,8.767847645252578,0,Loyal / High-Value
198,439,6,2464.67003632,6.0867747269123065,1.9459101490553132,7.810218869548539,0,Loyal / High-Value
199,327,6,3624.45008088,5.793013608384144,1.9459101490553132,8.195733719824288,0,Loyal / High-Value
200,159,2,1363.74998864,5.075173815233827,1.0986122886681098,7.218726532337998,3,At Risk / Churned
201,298,2,169.9700012,5.700443573390687,1.0986122886681098,5.141488109533793,3,At Risk / Churned
202,142,4,1885.71003342,4.962844630259907,1.6094379124341003,7.5425898681766075,0,Loyal / High-Value
203,190,6,4419.66009154,5.25227342804663,1.9459101490553132,8.394044305898717,0,Loyal / High-Value
204,165,4,2006.77001562,5.111987788356544,1.6094379124341003,7.604779940198309,0,Loyal / High-Value
205,314,5,3984.53007325,5.752572638825633,1.791759469228055,8.290425599505047,0,Loyal / High-Value
206,195,7,3599.65007404,5.278114659230517,2.0794415416798357,8.188869684264517,0,Loyal / High-Value
207,191,7,4533.50005342,5.2574953720277815,2.0794415416798357,8.419470114668414,0,Loyal / High-Value
208,534,2,1404.90003208,6.282266746896006,1.0986122886681098,7.248432968903985,3,At Risk / Churned
209,223,5,3199.52005388,5.4116460518550396,1.791759469228055,8.071068592420888,0,Loyal / High-Value
210,332,7,3413.55005437,5.808142489980444,2.0794415416798357,8.135801007649386,0,Loyal / High-Value
211,188,3,1419.78001022,5.241747015059643,1.3862943611198906,7.258961302755485,3,At Risk / Churned
212,165,3,1099.93002131,5.111987788356544,1.3862943611198906,7.003910575492899,3,At Risk / Churned
213,243,5,3219.59006116,5.497168225293202,1.791759469228055,8.077319870557895,0,Loyal / High-Value
214,368,7,3512.59007456,5.910796644040527,2.0794415416798357,8.16439360700778,0,Loyal / High-Value
215,290,6,3618.65009698,5.673323267171493,1.9459101490553132,8.194132641855285,0,Loyal / High-Value
216,283,3,2409.71004878,5.648974238161206,1.3862943611198906,7.787676609140761,3,At Risk / Churned
217,364,4,2540.74007613,5.8998973535824915,1.6094379124341003,7.840604194802217,0,Loyal / High-Value
218,145,4,2549.8600541,4.983606621708336,1.6094379124341003,7.844185857405315,0,Loyal / High-Value
220,339,2,1349.81003948,5.8289456176102075,1.0986122886681098,7.2084597207313506,3,At Risk / Churned
221,125,13,6378.47006984,4.836281906951478,2.6390573296152584,8.760840311735462,0,Loyal / High-Value
222,464,8,4294.69009223,6.142037405587356,2.1972245773362196,8.365367494906414,0,Loyal / High-Value
223,125,5,3583.56009298,4.836281906951478,1.791759469228055,8.184391037828089,0,Loyal / High-Value
224,187,7,4341.59008617,5.236441962829949,2.0794415416798357,8.37622624313209,0,Loyal / High-Value
225,700,5,3577.63008882,6.55250788703459,1.791759469228055,8.182735349408778,0,Loyal / High-Value
226,266,5,2199.75002674,5.58724865840025,1.791759469228055,7.696553502491419,0,Loyal / High-Value
227,304,3,1509.87004474,5.720311776607412,1.3862943611198906,7.320440952445608,3,At Risk / Churned
228,124,5,4099.72008898,4.8283137373023015,1.791759469228055,8.318917868729537,0,Loyal / High-Value
229,138,6,3419.58007432,4.9344739331306915,1.9459101490553132,8.137565428048367,0,Loyal / High-Value
230,225,7,6648.4201624,5.420534999272286,2.0794415416798357,8.802284936224254,0,Loyal / High-Value
231,555,4,1859.78003314,6.320768294250582,1.6094379124341003,7.528751051451026,3,At Risk / Churned
232,155,4,2519.85004808,5.049856007249537,1.6094379124341003,7.832351444292311,0,Loyal / High-Value
233,171,5,3989.67007844,5.147494476813453,1.791759469228055,8.291714435242303,0,Loyal / High-Value
234,317,3,2024.77003856,5.762051382780177,1.3862943611198906,7.613705173213421,3,At Risk / Churned
235,273,4,2847.59006118,5.6131281063880705,1.6094379124341003,7.954579435475232,0,Loyal / High-Value
236,355,4,3779.6400833,5.87493073085203,1.6094379124341003,8.237648608484564,0,Loyal / High-Value
237,771,2,969.9100266,6.648984550024776,1.0986122886681098,6.878233803441943,3,At Risk / Churned
238,296,7,5756.34009368,5.6937321388027,2.0794415416798357,8.658230857740758,0,Loyal / High-Value
239,574,4,1539.85004428,6.354370040797351,1.6094379124341003,7.340089519929708,3,At Risk / Churned
240,511,3,991.87002952,6.238324625039508,1.3862943611198906,6.900599768791955,3,At Risk / Churned
241,123,7,5352.38008126,4.820281565605037,2.0794415416798357,8.58548343128393,0,Loyal / High-Value
242,170,7,5009.63013468,5.14166355650266,2.0794415416798357,8.519316961555079,0,Loyal / High-Value
243,236,4,2549.61004262,5.4680601411351315,1.6094379124341003,7.844087841940964,0,Loyal / High-Value
244,832,4,2804.64004516,6.725033642166843,1.6094379124341003,7.939386972020371,3,At Risk / Churned
245,503,6,5202.36010179,6.222576268071369,1.9459101490553132,8.557059869310518,0,Loyal / High-Value
246,744,3,1719.82004554,6.61338421837956,1.3862943611198906,7.450556226851269,3,At Risk / Churned
247,381,6,4834.49010468,5.945420608606575,1.9459101490553132,8.483737768764685,0,Loyal / High-Value
248,200,6,3039.57005326,5.303304908059076,1.9459101490553132,8.019800294340792,0,Loyal / High-Value
249,156,3,2069.7300262,5.056245805348308,1.3862943611198906,7.6356564937479225,3,At Risk / Churned
250,142,3,1619.83003616,4.962844630259907,1.3862943611198906,7.390693665010764,3,At Risk / Churned
251,423,5,1601.9200135,6.049733455231958,1.791759469228055,7.379582253360863,0,Loyal / High-Value
252,304,5,4694.64012731,5.720311776607412,1.791759469228055,8.45438972469364,0,Loyal / High-Value
253,422,1,309.88999558,6.0473721790462776,0.6931471805599453,5.739439137646988,3,At Risk / Churned
254,132,8,4939.4401398,4.890349128221754,2.1972245773362196,8.505209703338561,0,Loyal / High-Value
255,670,5,3355.63003541,6.508769136971682,1.791759469228055,8.118692783998855,0,Loyal / High-Value
256,354,10,4169.48007202,5.872117789475416,2.3978952727983707,8.335786433351103,0,Loyal / High-Value
257,241,6,3809.46007168,5.488937726156687,1.9459101490553132,8.245505214552388,0,Loyal / High-Value
258,335,6,3409.6101036,5.817111159963204,1.9459101490553132,8.134646470285732,0,Loyal / High-Value
259,189,7,4617.5700875,5.247024072160486,2.0794415416798357,8.437840431299136,0,Loyal / High-Value
260,127,5,3029.7900849,4.852030263919617,1.791759469228055,8.016578618605385,0,Loyal / High-Value
261,380,3,1799.8600311,5.942799375126701,1.3862943611198906,7.496019624832099,3,At Risk / Churned
262,274,5,2209.82006092,5.616771097666572,1.791759469228055,7.701118793972579,0,Loyal / High-Value
263,357,1,687.9700164999999,5.8805329864007,0.6931471805599453,6.535197752650203,3,At Risk / Churned
264,516,4,2089.78005598,6.248042874508429,1.6094379124341003,7.645292507851239,3,At Risk / Churned
265,227,4,1529.88004694,5.429345628954441,1.6094379124341003,7.333598043104205,0,Loyal / High-Value
266,274,6,2854.62005228,5.616771097666572,1.9459101490553132,7.957044279693579,0,Loyal / High-Value
267,136,4,1479.83002858,4.919980925828125,1.6094379124341003,7.300358039673345,0,Loyal / High-Value
268,251,4,1881.85003863,5.529429087511423,1.6094379124341003,7.540541885884052,0,Loyal / High-Value
269,997,2,1479.8300324,6.905753276311464,1.0986122886681098,7.300358042252979,3,At Risk / Churned
270,187,5,4069.59010326,5.236441962829949,1.791759469228055,8.311543256442793,0,Loyal / High-Value
271,515,4,2929.61006544,6.246106765481563,1.6094379124341003,7.98296589379845,3,At Risk / Churned
272,125,10,4449.590093671,4.836281906951478,2.3978952727983707,8.400791971688303,0,Loyal / High-Value
273,405,4,2269.76005556,6.0063531596017325,1.6094379124341003,7.7278698806715385,3,At Risk / Churned
274,279,4,1619.88002396,5.634789603169249,1.6094379124341003,7.390724505399989,3,At Risk / Churned
275,191,6,3649.7601014,5.2574953720277815,1.9459101490553132,8.202690671855054,0,Loyal / High-Value
276,159,6,3297.55007564,5.075173815233827,1.9459101490553132,8.101238279884662,0,Loyal / High-Value
277,176,5,3447.70008858,5.176149732573829,1.791759469228055,8.145752653104916,0,Loyal / High-Value
278,1002,1,759.93001178,6.910750787961936,0.6931471805599453,6.6345413848806585,3,At Risk / Churned
279,152,4,1434.91002658,5.030437921392435,1.6094379124341003,7.269554092060268,0,Loyal / High-Value
280,211,4,2839.64003763,5.356586274672012,1.6094379124341003,7.951784671126969,0,Loyal / High-Value
281,419,4,1549.76003648,6.040254711277414,1.6094379124341003,7.34650043584905,3,At Risk / Churned
282,143,6,1689.77003488,4.969813299576001,1.9459101490553132,7.432939346084679,0,Loyal / High-Value
