Customer Id,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,Segment,Churned,Tenure
122,636,5,1996.75004966,6.456769655572163,1.791759469228055,7.599776851112537,0,Loyal / High-Value,1,197
123,251,8,6389.32015618,5.529429087511423,2.19722457733622,8.762539648805058,0,Loyal / High-Value,0,820
124,151,5,3399.74007046,5.0238805208462765,1.791759469228055,8.131748354700411,0,Loyal / High-Value,0,774
125,340,6,2056.6200142,5.831882477283517,1.9459101490553128,7.6293052609594465,0,Loyal / High-Value,1,650
126,228,6,2569.7100373,5.43372200355424,1.9459101490553128,7.85193741883628,0,Loyal / High-Value,0,734
127,699,3,1459.73002626,6.551080335043404,1.3862943611198906,7.2866916077213455,3,At Risk / Churned,1,323
128,582,2,449.8899994,6.368187186350492,1.0986122886681098,6.111223405983916,3,At Risk / Churned,1,443
129,168,3,2877.72005088,5.1298987149230735,1.3862943611198906,7.965101047565363,3,At Risk / Churned,0,231
130,124,2,779.95001608,4.8283137373023015,1.0986122886681098,6.660511147894038,4,Recent One-Time Buyer,0,187
131,256,3,1623.71000662,5.54907608489522,1.3862943611198906,7.393084621373794,3,At Risk / Churned,0,627
132,687,2,1479.82004164,6.533788837933344,1.0986122886681098,7.3003512955004926,3,At Risk / Churned,1,389
133,136,4,1759.72002024,4.919980925828125,1.6094379124341005,7.473478106781714,0,Loyal / High-Value,0,820
134,162,5,2625.66003231,5.093750200806762,1.791759469228055,7.873468368410321,0,Loyal / High-Value,0,934
135,602,1,299.980011,6.401917196727186,0.6931471805599453,5.707043853905851,3,At Risk / Churned,1,0
136,445,3,1614.83002275,6.100318952020064,1.3862943611198906,7.38760404960699,3,At Risk / Churned,1,592
137,402,6,2849.62005624,5.998936561946683,1.9459101490553128,7.955291813192153,0,Loyal / High-Value,1,720
138,286,5,2419.80005648,5.659482215759621,1.791759469228055,7.791853366365221,0,Loyal / High-Value,0,792
139,257,6,3589.59008418,5.552959584921617,1.9459101490553128,8.186071836827612,0,Loyal / High-Value,0,772
140,188,6,4699.43013776,5.241747015059643,1.9459101490553128,8.455409302182913,0,Loyal / High-Value,0,870
141,447,7,3979.59008422,6.104793232414985,2.079441541679836,8.28918534965554,0,Loyal / High-Value,1,617
142,239,5,5625.47013107,5.480638923341991,1.791759469228055,8.635237549559593,0,Loyal / High-Value,0,839
143,200,1,749.8900146999999,5.303304908059076,0.6931471805599453,6.62125918924142,4,Recent One-Time Buyer,0,0
144,134,2,979.9500275,4.90527477843843,1.0986122886681098,6.888521517900887,3,At Risk / Churned,0,260
145,223,5,2445.6600342,5.41164605185504,1.791759469228055,7.802479122119339,0,Loyal / High-Value,0,637
146,156,7,2329.64003374,5.056245805348308,2.079441541679836,7.753898201430919,0,Loyal / High-Value,0,937
147,796,1,249.8999939,6.680854678790215,0.6931471805599453,5.525054429059901,3,At Risk / Churned,1,0
148,234,3,2009.7300415,5.459585514144159,1.3862943611198906,7.606253139836619,3,At Risk / Churned,0,672
149,663,4,3249.73007584,6.498282149476434,1.6094379124341005,8.086634888816285,3,At Risk / Churned,1,288
150,440,5,2629.77006916,6.089044875446846,1.791759469228055,7.875031884275659,0,Loyal / High-Value,1,582
151,355,4,2525.79004676,5.87493073085203,1.6094379124341005,7.834705019947608,0,Loyal / High-Value,1,606
152,424,3,1709.710022,6.052089168924417,1.3862943611198906,7.444663780861616,3,At Risk / Churned,1,444
153,134,2,1269.90002068,4.90527477843843,1.0986122886681098,7.147480606159958,3,At Risk / Churned,0,759
154,386,8,6889.3601723,5.958424693029782,2.19722457733622,8.837878637285845,0,Loyal / High-Value,1,536
155,184,4,2389.73001866,5.220355825078324,1.6094379124341005,7.779354045424151,0,Loyal / High-Value,0,785
156,425,3,1939.7900391,6.054439346269371,1.3862943611198906,7.570850405808519,3,At Risk / Churned,1,597
157,259,3,2206.83004002,5.560681631015528,1.3862943611198906,7.699765429805664,3,At Risk / Churned,0,842
158,799,1,729.9000091,6.684611727667927,0.6931471805599453,6.59427666393675,3,At Risk / Churned,1,0
159,137,3,1289.880010551,4.927253685157205,1.3862943611198906,7.163079443499286,3,At Risk / Churned,0,862
160,292,4,2139.8200493,5.680172609017068,1.6094379124341005,7.668944235220772,0,Loyal / High-Value,0,796
161,374,5,2569.70004266,5.926926025970411,1.791759469228055,7.851933530937885,0,Loyal / High-Value,1,469
162,556,2,1619.79004477,6.322565239927284,1.0986122886681098,7.390668991305023,3,At Risk / Churned,1,386
163,777,2,889.8400116,6.656726524178391,1.0986122886681098,6.792164850854067,3,At Risk / Churned,1,259
164,228,4,2594.69004452,5.43372200355424,1.6094379124341005,7.861607673361191,0,Loyal / High-Value,0,710
165,434,5,4089.54009637,6.075346031088684,1.791759469228055,8.316432293220831,0,Loyal / High-Value,1,653
166,704,2,864.91001508,6.558197802812269,1.0986122886681098,6.763780994479951,3,At Risk / Churned,1,379
167,759,1,329.980011,6.633318433280377,0.6931471805599453,5.802057983825433,3,At Risk / Churned,1,0
168,133,7,3229.7100602,4.897839799950911,2.079441541679836,8.080457224936252,0,Loyal / High-Value,0,803
169,427,3,2809.85007486,6.059123195581797,1.3862943611198906,7.9412422343222975,3,At Risk / Churned,1,505
170,265,4,1974.7900467,5.583496308781699,1.6094379124341005,7.588723620992664,0,Loyal / High-Value,0,646
171,259,3,1329.8400231,5.560681631015528,1.3862943611198906,7.193565618158581,3,At Risk / Churned,0,408
172,198,8,6591.23010634,5.293304824724492,2.19722457733622,8.79364697788845,0,Loyal / High-Value,0,837
173,181,8,5779.33010677,5.204006687076795,2.19722457733622,8.662216071933525,0,Loyal / High-Value,0,941
174,174,9,5154.40013506,5.1647859739235145,2.302585092994046,8.54780001420691,0,Loyal / High-Value,0,931
175,206,6,4444.57010656,5.332718793265369,1.9459101490553128,8.399663397667416,0,Loyal / High-Value,0,710
176,547,3,2379.59001906,6.306275286948016,1.3862943611198906,7.775103643109683,3,At Risk / Churned,1,443
177,202,1,599.9700164999999,5.313205979041787,0.6931471805599453,6.3985450439396105,4,Recent One-Time Buyer,0,0
179,188,3,1919.85004426,5.241747015059643,1.3862943611198906,7.560523098430621,3,At Risk / Churned,0,135
180,270,4,3119.54002772,5.602118820879701,1.6094379124341005,8.045761351633601,0,Loyal / High-Value,0,784
181,253,6,3536.44005775,5.537334267018537,1.9459101490553128,8.171158597002275,0,Loyal / High-Value,0,674
182,131,5,3608.58004368,4.882801922586371,1.791759469228055,8.191346713169324,0,Loyal / High-Value,0,978
183,854,1,689.8700065400001,6.75110146893676,0.6931471805599453,6.537951682394359,3,At Risk / Churned,1,0
184,370,5,2319.72003938,5.916202062607435,1.791759469228055,7.749632778309818,0,Loyal / High-Value,1,694
185,191,4,1739.76002884,5.2574953720277815,1.6094379124341005,7.462077095023926,0,Loyal / High-Value,0,854
186,442,2,1329.91003422,6.093569770045136,1.0986122886681098,7.193618223488539,3,At Risk / Churned,1,87
187,161,6,4629.49011992,5.087596335232384,1.9459101490553128,8.440417998911903,0,Loyal / High-Value,0,937
188,227,6,2709.64002996,5.429345628954441,1.9459101490553128,7.90494005940617,0,Loyal / High-Value,0,725
189,324,2,1909.8200378,5.783825182329737,1.0986122886681098,7.555287768063293,3,At Risk / Churned,1,103
190,162,5,3863.51008234,5.093750200806762,1.791759469228055,8.259590195507165,0,Loyal / High-Value,0,613
191,136,8,3389.62008664,4.919980925828125,2.19722457733622,8.128768100060308,0,Loyal / High-Value,0,833
192,203,7,4994.43006335,5.318119993844216,2.079441541679836,8.516278786145136,0,Loyal / High-Value,0,743
193,500,2,819.87001034,6.2166061010848646,1.0986122886681098,6.7103647660276105,3,At Risk / Churned,1,398
194,157,7,5851.28008083,5.062595033026967,2.079441541679836,8.674586621697053,0,Loyal / High-Value,0,923
195,741,2,1335.8200226,6.60934924316738,1.0986122886681098,7.198048955176196,3,At Risk / Churned,1,112
196,333,4,3204.42003067,5.811140992976701,1.6094379124341005,8.07259841557907,0,Loyal / High-Value,1,793
197,123,9,6423.33013544,4.820281565605037,2.302585092994046,8.767847645252578,0,Loyal / High-Value,0,728
198,439,6,2464.67003632,6.0867747269123065,1.9459101490553128,7.810218869548539,0,Loyal / High-Value,1,419
199,327,6,3624.45008088,5.793013608384144,1.9459101490553128,8.195733719824288,0,Loyal / High-Value,1,709
200,159,2,1363.74998864,5.075173815233827,1.0986122886681098,7.218726532337998,3,At Risk / Churned,0,563
201,298,2,169.9700012,5.700443573390687,1.0986122886681098,5.141488109533793,3,At Risk / Churned,0,734
202,142,4,1885.71003342,4.962844630259907,1.6094379124341005,7.542589868176607,0,Loyal / High-Value,0,937
203,190,6,4419.66009154,5.25227342804663,1.9459101490553128,8.394044305898717,0,Loyal / High-Value,0,752
204,165,4,2006.77001562,5.111987788356544,1.6094379124341005,7.604779940198309,0,Loyal / High-Value,0,738
205,314,5,3984.53007325,5.752572638825633,1.791759469228055,8.290425599505047,0,Loyal / High-Value,1,579
206,195,7,3599.65007404,5.278114659230517,2.079441541679836,8.188869684264517,0,Loyal / High-Value,0,567
207,191,7,4533.50005342,5.2574953720277815,2.079441541679836,8.419470114668414,0,Loyal / High-Value,0,923
208,534,2,1404.90003208,6.282266746896006,1.0986122886681098,7.248432968903985,3,At Risk / Churned,1,362
209,223,5,3199.52005388,5.41164605185504,1.791759469228055,8.071068592420888,0,Loyal / High-Value,0,773
210,332,7,3413.55005437,5.808142489980444,2.079441541679836,8.135801007649386,0,Loyal / High-Value,1,792
211,188,3,1419.78001022,5.241747015059643,1.3862943611198906,7.258961302755485,3,At Risk / Churned,0,563
212,165,3,1099.93002131,5.111987788356544,1.3862943611198906,7.003910575492899,3,At Risk / Churned,0,559
213,243,5,3219.59006116,5.497168225293202,1.791759469228055,8.077319870557895,0,Loyal / High-Value,0,740
214,368,7,3512.59007456,5.910796644040527,2.079441541679836,8.16439360700778,0,Loyal / High-Value,1,709
215,290,6,3618.65009698,5.673323267171493,1.9459101490553128,8.194132641855285,0,Loyal / High-Value,0,737
216,283,3,2409.71004878,5.648974238161206,1.3862943611198906,7.787676609140761,3,At Risk / Churned,0,674
217,364,4,2540.74007613,5.899897353582492,1.6094379124341005,7.840604194802217,0,Loyal / High-Value,1,524
218,145,4,2549.8600541,4.983606621708336,1.6094379124341005,7.844185857405315,0,Loyal / High-Value,0,710
220,339,2,1349.81003948,5.828945617610208,1.0986122886681098,7.2084597207313506,3,At Risk / Churned,1,466
221,125,13,6378.47006984,4.836281906951478,2.6390573296152584,8.760840311735462,0,Loyal / High-Value,0,903
222,464,8,4294.69009223,6.142037405587356,2.19722457733622,8.365367494906414,0,Loyal / High-Value,1,555
223,125,5,3583.56009298,4.836281906951478,1.791759469228055,8.184391037828089,0,Loyal / High-Value,0,972
224,187,7,4341.59008617,5.236441962829949,2.079441541679836,8.37622624313209,0,Loyal / High-Value,0,751
225,700,5,3577.63008882,6.55250788703459,1.791759469228055,8.182735349408778,0,Loyal / High-Value,1,410
226,266,5,2199.75002674,5.58724865840025,1.791759469228055,7.696553502491419,0,Loyal / High-Value,0,831
227,304,3,1509.87004474,5.720311776607412,1.3862943611198906,7.320440952445608,3,At Risk / Churned,0,451
228,124,5,4099.72008898,4.8283137373023015,1.791759469228055,8.318917868729537,0,Loyal / High-Value,0,687
229,138,6,3419.58007432,4.934473933130692,1.9459101490553128,8.137565428048367,0,Loyal / High-Value,0,738
230,225,7,6648.4201624,5.420534999272286,2.079441541679836,8.802284936224254,0,Loyal / High-Value,0,897
231,555,4,1859.78003314,6.320768294250582,1.6094379124341005,7.528751051451026,3,At Risk / Churned,1,503
232,155,4,2519.85004808,5.049856007249537,1.6094379124341005,7.832351444292311,0,Loyal / High-Value,0,870
233,171,5,3989.67007844,5.147494476813453,1.791759469228055,8.291714435242303,0,Loyal / High-Value,0,613
234,317,3,2024.77003856,5.762051382780177,1.3862943611198906,7.613705173213421,3,At Risk / Churned,1,611
235,273,4,2847.59006118,5.613128106388071,1.6094379124341005,7.954579435475232,0,Loyal / High-Value,0,751
236,355,4,3779.6400833,5.87493073085203,1.6094379124341005,8.237648608484564,0,Loyal / High-Value,1,768
237,771,2,969.9100266,6.648984550024776,1.0986122886681098,6.878233803441943,3,At Risk / Churned,1,22
238,296,7,5756.34009368,5.6937321388027,2.079441541679836,8.658230857740758,0,Loyal / High-Value,0,439
239,574,4,1539.85004428,6.354370040797351,1.6094379124341005,7.340089519929708,3,At Risk / Churned,1,218
240,511,3,991.87002952,6.238324625039508,1.3862943611198906,6.900599768791955,3,At Risk / Churned,1,512
241,123,7,5352.38008126,4.820281565605037,2.079441541679836,8.58548343128393,0,Loyal / High-Value,0,741
242,170,7,5009.63013468,5.14166355650266,2.079441541679836,8.519316961555079,0,Loyal / High-Value,0,927
243,236,4,2549.61004262,5.468060141135132,1.6094379124341005,7.844087841940964,0,Loyal / High-Value,0,617
244,832,4,2804.64004516,6.725033642166843,1.6094379124341005,7.939386972020371,3,At Risk / Churned,1,276
245,503,6,5202.36010179,6.222576268071369,1.9459101490553128,8.557059869310518,0,Loyal / High-Value,1,583
246,744,3,1719.82004554,6.61338421837956,1.3862943611198906,7.450556226851269,3,At Risk / Churned,1,70
247,381,6,4834.49010468,5.945420608606575,1.9459101490553128,8.483737768764685,0,Loyal / High-Value,1,708
248,200,6,3039.57005326,5.303304908059076,1.9459101490553128,8.019800294340792,0,Loyal / High-Value,0,703
249,156,3,2069.7300262,5.056245805348308,1.3862943611198906,7.635656493747922,3,At Risk / Churned,0,935
250,142,3,1619.83003616,4.962844630259907,1.3862943611198906,7.390693665010764,3,At Risk / Churned,0,898
251,423,5,1601.9200135,6.049733455231958,1.791759469228055,7.379582253360863,0,Loyal / High-Value,1,659
252,304,5,4694.64012731,5.720311776607412,1.791759469228055,8.45438972469364,0,Loyal / High-Value,0,665
253,422,1,309.88999558,6.0473721790462776,0.6931471805599453,5.739439137646988,3,At Risk / Churned,1,0
254,132,8,4939.4401398,4.890349128221754,2.19722457733622,8.505209703338561,0,Loyal / High-Value,0,748
255,670,5,3355.63003541,6.508769136971682,1.791759469228055,8.118692783998855,0,Loyal / High-Value,1,236
256,354,10,4169.48007202,5.872117789475416,2.3978952727983707,8.335786433351103,0,Loyal / High-Value,1,772
257,241,6,3809.46007168,5.488937726156687,1.9459101490553128,8.245505214552388,0,Loyal / High-Value,0,702
258,335,6,3409.6101036,5.817111159963204,1.9459101490553128,8.134646470285732,0,Loyal / High-Value,1,596
259,189,7,4617.5700875,5.247024072160486,2.079441541679836,8.437840431299136,0,Loyal / High-Value,0,814
260,127,5,3029.7900849,4.852030263919617,1.791759469228055,8.016578618605385,0,Loyal / High-Value,0,907
261,380,3,1799.8600311,5.942799375126701,1.3862943611198906,7.496019624832099,3,At Risk / Churned,1,325
262,274,5,2209.82006092,5.616771097666572,1.791759469228055,7.701118793972579,0,Loyal / High-Value,0,695
